Note: The data and information in this document is reflective of a hypothetical situation and client. This document is to be used for KPMG Virtual Internship purposes only. ,,,,,,,,,,,,,,,,,,,,,,
first_name,last_name,gender,past_3_years_bike_related_purchases,DOB,job_title,job_industry_category,wealth_segment,deceased_indicator,owns_car,tenure,address,postcode,state,country,property_valuation,,,,,,Rank,Value
Nichols,Devinn,Male,47,1979-09-29,Recruiter,n/a,Affluent Customer,N,No,11,5280 Waxwing Point,2071,NSW,Australia,12,0.71,0.71,0.8875,0.8875,842,842,0.57
Catha,Davitt,Female,79,1958-04-16,Environmental Specialist,Property,High Net Worth,N,Yes,6,192 South Junction,2567,NSW,Australia,7,0.44,0.55,0.55,0.55,843,843,0.5695
Melosa,McOwan,Female,25,2001-04-17,Compensation Analyst,Financial Services,Mass Customer,N,No,12,900 Victoria Way,2211,NSW,Australia,9,1,1,1.25,1.0625,843,843,0.5695
Maris,Leete,Female,21,1973-04-14,Engineer IV,Retail,Mass Customer,N,No,7,06 Main Alley,4300,QLD,Australia,4,0.86,0.86,0.86,0.731,845,845,0.563125
Wilburt,Padden,Male,22,1994-09-30,Engineer I,Manufacturing,Mass Customer,N,No,3,22 Muir Avenue,2148,NSW,Australia,5,1.09,1.09,1.09,0.9265,845,845,0.563125
Rosabelle,Godsmark,Female,60,1995-10-19,Executive Secretary,n/a,Mass Customer,N,Yes,3,4871 Caliangt Hill,4102,QLD,Australia,8,0.51,0.6375,0.6375,0.541875,845,845,0.563125
Guilbert,Bearns,Male,42,1982-10-29,Financial Analyst,Financial Services,Mass Customer,N,Yes,5,47776 Packers Street,3226,VIC,Australia,8,0.47,0.5875,0.5875,0.499375,845,845,0.563125
Meridith,Urwin,Female,62,1997-03-07,Registered Nurse,Health,High Net Worth,N,Yes,10,535 Graedel Circle,2444,NSW,Australia,7,1.07,1.3375,1.3375,1.3375,845,845,0.563125
Leeland,,Male,66,1957-01-24,VP Quality Control,Telecommunications,High Net Worth,N,No,12,9 Stephen Center,4122,QLD,Australia,4,0.73,0.73,0.73,0.73,845,845,0.563125
Gerta,Porrett,Female,46,1959-11-13,Registered Nurse,Health,High Net Worth,N,No,12,074 Badeau Crossing,3250,VIC,Australia,2,0.94,0.94,0.94,0.94,851,851,0.5625
Karrah,Howell,Female,63,1956-11-07,Civil Engineer,Manufacturing,Mass Customer,N,No,17,4897 Melody Road,2566,NSW,Australia,9,1.03,1.03,1.2875,1.094375,851,851,0.5625
Alick,Baise,Male,62,1998-08-16,Pharmacist,Health,Mass Customer,N,Yes,1,096 Gateway Road,2747,NSW,Australia,8,0.47,0.5875,0.5875,0.499375,851,851,0.5625
Casandra,Betteridge,Female,29,1942-09-10,Cost Accountant,Financial Services,Affluent Customer,N,Yes,9,68 Bluestem Center,3166,VIC,Australia,10,1.02,1.275,1.59375,1.59375,854,854,0.561
Maurine,Clee,Female,45,1980-09-13,Automation Specialist II,Property,High Net Worth,N,Yes,5,6 Maple Plaza,2042,NSW,Australia,10,0.43,0.5375,0.671875,0.671875,854,854,0.561
Darwin,Bumpas,Male,24,1978-12-27,Junior Executive,Health,Affluent Customer,N,Yes,18,6812 Gina Point,3082,VIC,Australia,7,0.94,1.175,1.175,1.175,856,856,0.56
Hayes,Daveren,Male,32,1953-03-27,VP Quality Control,Manufacturing,Affluent Customer,N,Yes,11,1 Becker Parkway,4350,QLD,Australia,2,0.42,0.525,0.525,0.525,856,856,0.56
Piper,Issacov,Female,67,1939-11-08,Human Resources Assistant III,Health,Affluent Customer,N,Yes,22,52201 Tony Avenue,2088,NSW,Australia,9,0.99,1.2375,1.546875,1.546875,856,856,0.56
Markus,Pendrey,Male,88,1959-08-01,Clinical Specialist,Health,Affluent Customer,N,Yes,12,2382 Anthes Crossing,2153,NSW,Australia,10,0.81,1.0125,1.265625,1.265625,859,859,0.5578125
Sile,Zappel,Female,47,1958-03-29,Business Systems Development Analyst,IT,High Net Worth,N,No,15,44350 Buell Alley,4018,QLD,Australia,6,0.99,0.99,0.99,0.99,859,859,0.5578125
Craggy,Happel,Male,37,1979-02-10,Marketing Manager,Manufacturing,High Net Worth,N,Yes,8,23 Del Sol Alley,3064,VIC,Australia,6,0.6,0.75,0.75,0.75,859,859,0.5578125
Egor,Mariette,Male,42,1980-11-26,Financial Advisor,Financial Services,Affluent Customer,N,No,3,79 Mockingbird Plaza,3163,VIC,Australia,7,0.77,0.77,0.77,0.77,862,862,0.5525
Reinald,Bembrigg,Male,54,1953-08-21,Senior Financial Analyst,Financial Services,Affluent Customer,N,No,10,858 Portage Hill,2770,NSW,Australia,7,1.07,1.07,1.07,1.07,862,862,0.5525
Kissie,Line,Female,2,2000-05-20,Environmental Tech,Manufacturing,Affluent Customer,N,Yes,7,629 Grasskamp Junction,2200,NSW,Australia,9,0.93,1.1625,1.453125,1.453125,862,862,0.5525
Quentin,Gerleit,Female,32,1990-09-15,Associate Professor,Manufacturing,Mass Customer,N,No,4,88 Aberg Circle,3806,VIC,Australia,8,0.84,0.84,0.84,0.714,865,865,0.55
Karoly,Burgoine,Male,57,1947-04-06,Account Representative IV,Health,High Net Worth,N,Yes,21,18 Morning Circle,3012,VIC,Australia,2,0.89,1.1125,1.1125,1.1125,865,865,0.55
Clarine,Piecha,Female,99,1964-12-07,Dental Hygienist,Health,High Net Worth,N,No,14,7523 Eggendart Hill,4151,QLD,Australia,10,0.41,0.41,0.5125,0.5125,865,865,0.55
Mycah,Beaston,Male,11,1961-07-31,Environmental Specialist,n/a,High Net Worth,N,Yes,12,2 Mandrake Street,2221,NSW,Australia,11,1.08,1.35,1.6875,1.6875,865,865,0.55
Clemmie,Bartoszewicz,Female,87,1958-07-28,Statistician IV,Financial Services,Mass Customer,N,No,8,727 Morrow Parkway,3197,VIC,Australia,9,1.07,1.07,1.3375,1.136875,865,865,0.55
Randall,Mason,Male,95,1974-07-28,Product Engineer,Health,Mass Customer,N,Yes,12,83497 Memorial Plaza,2570,NSW,Australia,11,1.03,1.2875,1.609375,1.36796875,870,870,0.544
Donica,Humby,Female,47,1967-06-01,Senior Cost Accountant,Financial Services,Mass Customer,N,No,4,488 Briar Crest Court,2101,NSW,Australia,12,0.4,0.4,0.5,0.425,871,871,0.541875
Lotty,Loach,Female,76,1961-08-23,Nurse,Health,High Net Worth,N,Yes,7,78451 South Street,2380,NSW,Australia,3,0.51,0.6375,0.6375,0.6375,871,871,0.541875
Marie-jeanne,Breawood,Female,37,1953-10-12,Clinical Specialist,Health,High Net Worth,N,No,8,6 Prairieview Pass,2770,NSW,Australia,6,0.56,0.56,0.56,0.56,871,871,0.541875
Babara,Sissel,Female,50,1974-06-08,,IT,Mass Customer,N,Yes,21,5 Ohio Road,3169,VIC,Australia,10,0.8,1,1.25,1.0625,871,871,0.541875
Rodolphe,Glenton,Male,88,1974-09-28,Programmer Analyst II,Financial Services,Affluent Customer,N,No,11,4787 Golf Terrace,3163,VIC,Australia,7,0.8,0.8,1,1,871,871,0.541875
Thorvald,Duckerin,Male,58,1995-10-20,Electrical Engineer,Manufacturing,Affluent Customer,N,Yes,1,4 Pine View Junction,3021,VIC,Australia,8,0.5,0.625,0.625,0.625,871,871,0.541875
Paulina,Iannuzzelli,Female,57,1956-03-08,Automation Specialist I,Manufacturing,Mass Customer,N,No,19,097 Hollow Ridge Alley,2118,NSW,Australia,11,0.69,0.69,0.8625,0.733125,877,877,0.54
Ricki,Padefield,Male,43,1948-08-03,Automation Specialist III,Manufacturing,Affluent Customer,N,Yes,13,860 Barby Lane,4275,QLD,Australia,9,1.04,1.3,1.625,1.625,877,877,0.54
Lizette,McKeaveney,Female,30,1994-04-11,Assistant Manager,Health,High Net Worth,N,Yes,13,6412 Butternut Road,2050,NSW,Australia,10,0.8,1,1.25,1.25,879,879,0.5375
Muffin,Bhar,Male,44,1966-04-07,,n/a,Affluent Customer,N,No,19,15 Weeping Birch Crossing,2448,NSW,Australia,4,1.06,1.06,1.06,1.06,879,879,0.5375
Jeno,Strafford,Male,67,1941-07-21,Tax Accountant,Financial Services,High Net Worth,N,No,7,891 Sachtjen Hill,4170,QLD,Australia,9,0.71,0.71,0.8875,0.8875,879,879,0.5375
Brigg,Himsworth,Male,63,1973-10-10,,Telecommunications,Mass Customer,N,Yes,9,771 Union Crossing,4570,QLD,Australia,6,0.94,1.175,1.175,0.99875,882,882,0.5355
Judi,Cazereau,Female,22,1997-03-03,GIS Technical Architect,n/a,Affluent Customer,N,Yes,13,22 Farmco Avenue,3851,VIC,Australia,3,0.97,1.2125,1.2125,1.2125,883,883,0.53125
Shara,Bramhill,U,24,,,IT,Affluent Customer,N,No,2,01 Bunker Hill Drive,2230,NSW,Australia,10,0.75,0.75,0.9375,0.9375,883,883,0.53125
Raleigh,Pont,Male,48,1964-11-02,Associate Professor,Entertainment,Mass Customer,N,No,14,7650 Gulseth Parkway,3139,VIC,Australia,7,0.91,0.91,0.91,0.7735,883,883,0.53125
Zachariah,Meininking,Male,40,1938-06-09,Cost Accountant,Financial Services,Affluent Customer,N,Yes,20,24815 Lindbergh Avenue,2749,NSW,Australia,7,0.8,1,1,1,883,883,0.53125
Lesley,Garey,Male,52,1994-03-29,Software Consultant,Telecommunications,Mass Customer,N,No,11,924 Lindbergh Court,2226,NSW,Australia,9,0.82,0.82,1.025,0.87125,883,883,0.53125
Adriena,Giffin,Female,27,1957-03-17,Analog Circuit Design manager,Argiculture,Affluent Customer,N,Yes,5,1 Manitowish Court,2259,NSW,Australia,9,0.66,0.825,1.03125,1.03125,888,888,0.525
Antoinette,,Female,72,1980-07-28,Structural Analysis Engineer,Financial Services,Affluent Customer,N,No,5,9 Derek Alley,3058,VIC,Australia,9,0.67,0.67,0.8375,0.8375,888,888,0.525
Carr,Hopkynson,Male,64,1971-10-18,,Manufacturing,Affluent Customer,N,No,16,5990 Fairfield Pass,2318,NSW,Australia,6,0.82,0.82,0.82,0.82,888,888,0.525
Shay,Briand,Male,57,1956-10-05,Project Manager,IT,Mass Customer,N,Yes,9,1 Mandrake Way,3844,VIC,Australia,1,0.61,0.7625,0.7625,0.648125,888,888,0.525
Karney,Burstow,Male,51,1972-07-02,Design Engineer,Property,Mass Customer,N,Yes,6,4011 Prairieview Court,2031,NSW,Australia,12,0.94,1.175,1.46875,1.2484375,888,888,0.525
Latrena,Yetts,Female,11,1999-06-18,Civil Engineer,Manufacturing,High Net Worth,N,Yes,15,53877 Dakota Crossing,2871,NSW,Australia,3,1.06,1.325,1.325,1.325,893,893,0.520625
Jesse,Alflat,Male,31,1984-09-01,Executive Secretary,n/a,High Net Worth,N,No,5,49 Northfield Drive,2145,NSW,Australia,9,0.89,0.89,1.1125,1.1125,893,893,0.520625
Kelcie,Kingaby,Female,54,2000-03-24,Systems Administrator II,IT,Mass Customer,N,Yes,6,0 Summit Center,4019,QLD,Australia,4,0.88,1.1,1.1,0.935,893,893,0.520625
Fabio,Commuzzo,Male,5,1961-10-02,Software Test Engineer II,Manufacturing,Mass Customer,N,No,18,66 Shopko Circle,3806,VIC,Australia,8,0.84,0.84,0.84,0.714,896,896,0.52
Heall,Andrioli,Male,46,1941-06-17,Environmental Tech,IT,Affluent Customer,N,Yes,7,370 Eastwood Road,4133,QLD,Australia,5,0.68,0.85,0.85,0.85,896,896,0.52
Rickert,Brasted,Male,47,1959-09-18,Staff Scientist,Health,Mass Customer,N,No,10,20 Hoffman Park,2145,NSW,Australia,9,0.52,0.52,0.65,0.5525,898,898,0.5125
Hedwig,Jayme,Female,38,1952-08-21,Accountant IV,Property,Affluent Customer,N,No,11,6293 Hooker Point,2099,NSW,Australia,10,0.88,0.88,1.1,1.1,899,899,0.51
Penrod,Tomasicchio,Male,5,1968-05-28,,Health,High Net Worth,N,No,19,30 Harper Trail,2318,NSW,Australia,9,0.76,0.76,0.95,0.95,899,899,0.51
Pancho,Edis,Male,1,1970-12-30,Assistant Professor,n/a,Mass Customer,N,No,13,64467 Pankratz Pass,3023,VIC,Australia,7,1.09,1.09,1.09,0.9265,899,899,0.51
Andriana,Gosnoll,Female,53,1964-05-19,Chief Design Engineer,Manufacturing,Mass Customer,N,No,8,900 Brown Junction,2291,NSW,Australia,10,0.73,0.73,0.9125,0.775625,899,899,0.51
Nilson,Wiggam,Male,48,1996-02-15,Paralegal,Financial Services,Mass Customer,N,No,9,8845 Spaight Way,3049,VIC,Australia,6,0.63,0.63,0.63,0.5355,903,903,0.5015
Denny,Spleving,Female,84,1973-05-13,Business Systems Development Analyst,Manufacturing,Affluent Customer,N,Yes,5,85420 Myrtle Road,2114,NSW,Australia,8,0.5,0.625,0.78125,0.78125,904,904,0.5
Roth,Crum,U,0,,Legal Assistant,IT,Mass Customer,N,No,2,276 Anthes Court,2450,NSW,Australia,6,0.68,0.68,0.68,0.578,904,904,0.5
Olia,O' Mullan,Female,77,1973-03-24,Account Executive,Health,Mass Customer,N,No,8,6315 Mendota Parkway,2263,NSW,Australia,7,0.98,0.98,0.98,0.833,904,904,0.5
Conway,Juarez,Male,27,1967-03-02,Help Desk Technician,n/a,Affluent Customer,N,No,17,66904 American Ash Hill,4814,QLD,Australia,5,1.08,1.08,1.08,1.08,904,904,0.5
Dru,Crellim,Female,57,1963-03-04,,n/a,Mass Customer,N,No,12,90 Morningstar Drive,3030,VIC,Australia,7,0.41,0.41,0.41,0.3485,904,904,0.5
Shaw,MacEvilly,Male,10,2000-05-06,Software Test Engineer III,Health,Affluent Customer,N,No,16,34020 Sheridan Park,2768,NSW,Australia,9,1.03,1.03,1.2875,1.2875,904,904,0.5
Brook,Eade,Female,65,1957-11-17,Sales Representative,Retail,Mass Customer,N,Yes,8,58 Meadow Valley Court,2330,NSW,Australia,5,0.8,1,1,0.85,904,904,0.5
Aleece,Feige,Female,49,1975-09-16,,Manufacturing,Mass Customer,N,No,18,2030 Anderson Lane,2141,NSW,Australia,10,0.54,0.54,0.675,0.57375,904,904,0.5
Dolorita,Strutton,Female,7,1991-05-21,General Manager,Manufacturing,Affluent Customer,N,No,17,07 Acker Pass,3178,VIC,Australia,8,1.03,1.03,1.03,1.03,904,904,0.5
Harman,A'field,Male,39,1960-12-27,Geologist III,Manufacturing,Affluent Customer,N,Yes,6,31815 Vermont Drive,4227,QLD,Australia,5,0.8,1,1,1,913,913,0.499375
Hildegarde,Bamb,Female,16,1961-02-10,Help Desk Operator,n/a,High Net Worth,N,Yes,10,5070 Division Parkway,3910,VIC,Australia,9,0.57,0.7125,0.890625,0.890625,913,913,0.499375
Launce,Gale,Male,86,1939-01-15,,n/a,Mass Customer,N,No,21,4 Fordem Avenue,2777,NSW,Australia,9,0.69,0.69,0.8625,0.733125,913,913,0.499375
Ilise,Clissold,Female,58,1987-11-16,Developer IV,Entertainment,High Net Worth,N,No,9,659 Comanche Plaza,2153,NSW,Australia,10,0.85,0.85,1.0625,1.0625,913,913,0.499375
Julita,Prene,Female,14,1979-05-16,Chemical Engineer,Manufacturing,High Net Worth,N,Yes,13,5 Myrtle Junction,4128,QLD,Australia,2,0.92,1.15,1.15,1.15,913,913,0.499375
Ashlen,Willbond,Female,64,1984-05-15,Software Consultant,Health,High Net Worth,N,No,16,723 Grayhawk Way,3934,VIC,Australia,8,0.72,0.72,0.72,0.72,913,913,0.499375
Keely,Bointon,Female,71,1988-10-16,Nurse,Telecommunications,High Net Worth,N,No,3,55 Dorton Point,4154,QLD,Australia,9,0.87,0.87,1.0875,1.0875,913,913,0.499375
Poul,Gaskin,Male,78,1950-06-15,Help Desk Operator,Telecommunications,High Net Worth,N,No,17,9 Killdeer Circle,2643,NSW,Australia,2,0.54,0.54,0.54,0.54,920,920,0.493
Sheilakathryn,Huff,Female,45,1958-05-15,Assistant Manager,n/a,High Net Worth,N,Yes,14,04 Miller Drive,2477,NSW,Australia,6,0.81,1.0125,1.0125,1.0125,921,921,0.49
Rubia,Evetts,Female,59,1990-12-21,Pharmacist,Health,Mass Customer,N,No,16,64213 Miller Point,2071,NSW,Australia,9,0.83,0.83,1.0375,0.881875,921,921,0.49
Francklin,Cross,Male,51,1981-04-06,Teacher,Property,Mass Customer,N,Yes,3,24593 Jackson Parkway,2231,NSW,Australia,10,0.64,0.8,1,0.85,921,921,0.49
Wilone,Champley,Female,22,1983-11-06,,Manufacturing,High Net Worth,N,No,17,9346 Lyons Point,2077,NSW,Australia,10,0.59,0.59,0.7375,0.7375,924,924,0.48875
Lezlie,Clemits,Female,2,1973-05-30,Senior Cost Accountant,Financial Services,Mass Customer,N,Yes,15,0504 Nevada Drive,2155,NSW,Australia,10,0.67,0.8375,1.046875,0.88984375,924,924,0.48875
Kathe,Oller,Female,47,1959-08-20,General Manager,Manufacturing,Mass Customer,N,Yes,5,817 Loftsgordon Road,3029,VIC,Australia,4,1.02,1.275,1.275,1.08375,926,926,0.4845
Dulce,Bradwell,Female,61,1957-07-03,Research Associate,Manufacturing,Mass Customer,N,No,20,30 Lukken Point,4159,QLD,Australia,9,0.94,0.94,1.175,0.99875,926,926,0.4845
Felice,Dechelette,Male,75,1998-02-05,Librarian,Entertainment,High Net Worth,N,No,3,4 Kingsford Trail,4051,QLD,Australia,4,0.61,0.61,0.61,0.61,928,928,0.48
Joane,Caldes,Female,84,1978-03-17,Senior Cost Accountant,Financial Services,High Net Worth,N,Yes,13,42 3rd Plaza,2250,NSW,Australia,7,0.74,0.925,1.15625,1.15625,928,928,0.48
Diane,Furman,Female,67,1993-08-11,,Manufacturing,Affluent Customer,N,Yes,13,6660 Riverside Circle,3013,VIC,Australia,9,0.93,1.1625,1.453125,1.453125,930,930,0.478125
Ogdan,Blenkinship,Male,65,1951-01-18,Occupational Therapist,Health,Mass Customer,N,Yes,21,21712 Texas Court,3429,VIC,Australia,5,1.03,1.2875,1.2875,1.094375,930,930,0.478125
Kizzee,Agget,Female,98,1976-07-25,Statistician II,Manufacturing,Affluent Customer,N,No,8,122 Marcy Park,2213,NSW,Australia,10,0.45,0.45,0.5625,0.5625,930,930,0.478125
Stephi,Highton,Female,30,1987-09-09,Software Engineer I,Telecommunications,Mass Customer,N,Yes,12,293 Mendota Park,2154,NSW,Australia,10,0.59,0.7375,0.921875,0.78359375,930,930,0.478125
Martino,Scoles,Male,18,1975-01-19,Senior Financial Analyst,Financial Services,Mass Customer,N,No,14,47 Scofield Junction,3620,VIC,Australia,4,0.51,0.51,0.51,0.4335,930,930,0.478125
Morgen,Newport,Female,5,1960-08-31,Project Manager,Manufacturing,Mass Customer,N,No,6,9 Washington Center,3340,VIC,Australia,4,0.99,0.99,0.99,0.8415,930,930,0.478125
Eugenie,Brinson,Female,79,1963-08-10,Assistant Media Planner,Entertainment,Mass Customer,N,Yes,17,7109 Grayhawk Avenue,3073,VIC,Australia,6,0.97,1.2125,1.2125,1.030625,936,936,0.476
Reinold,Natt,Male,16,1964-08-23,Help Desk Technician,Financial Services,High Net Worth,N,Yes,8,70 Evergreen Hill,3207,VIC,Australia,8,0.75,0.9375,0.9375,0.9375,937,937,0.47
Jo,Roberts,Female,41,1945-10-31,Paralegal,Financial Services,High Net Worth,N,Yes,11,20139 Lakewood Plaza,2440,NSW,Australia,3,0.83,1.0375,1.0375,1.0375,937,937,0.47
Jacklin,Duchant,Female,77,1940-03-18,Legal Assistant,Argiculture,Mass Customer,N,No,17,9 Memorial Road,4132,QLD,Australia,4,0.79,0.79,0.79,0.6715,939,939,0.4675
Colas,Gabbitas,Male,98,1946-09-09,Staff Scientist,Retail,High Net Worth,N,No,20,3094 Elka Place,2166,NSW,Australia,9,0.95,0.95,1.1875,1.1875,939,939,0.4675
Claudetta,Ricciardiello,Female,61,1974-04-30,Internal Auditor,Financial Services,Mass Customer,N,Yes,21,31 Schurz Parkway,3181,VIC,Australia,8,0.74,0.925,0.925,0.78625,939,939,0.4675
Angele,Cadore,Female,5,1954-09-06,Chief Design Engineer,n/a,Mass Customer,N,Yes,7,85894 Amoth Court,4125,QLD,Australia,7,1.01,1.2625,1.2625,1.073125,939,939,0.4675
Cicily,Hast,Female,63,1971-04-26,Food Chemist,Health,Affluent Customer,N,Yes,8,955 Burning Wood Way,2478,NSW,Australia,3,1.07,1.3375,1.3375,1.3375,939,939,0.4675
Harland,Messenger,Male,90,1974-05-28,Software Test Engineer I,Retail,Mass Customer,N,No,8,27 Crownhardt Center,3934,VIC,Australia,10,0.95,0.95,1.1875,1.009375,944,944,0.46
Sim,Constantinou,Male,91,1992-08-09,Analog Circuit Design manager,Property,Mass Customer,N,No,5,41002 Loomis Park,2010,NSW,Australia,9,0.52,0.52,0.65,0.5525,944,944,0.46
Shanon,Rolfe,Female,63,1941-08-19,Sales Representative,Retail,High Net Worth,N,No,8,10 Cottonwood Point,2530,NSW,Australia,7,1.07,1.07,1.07,1.07,944,944,0.46
Chryste,Oddboy,Female,44,1988-08-22,Software Engineer III,Manufacturing,High Net Worth,N,Yes,4,2115 Maryland Alley,2320,NSW,Australia,9,0.66,0.825,1.03125,1.03125,947,947,0.459
Edin,Patinkin,Female,35,1992-03-26,Account Executive,Health,Mass Customer,N,No,17,6 Milwaukee Hill,3015,VIC,Australia,4,0.46,0.46,0.46,0.391,948,948,0.456875
Nolly,Ivanchikov,Male,13,1994-02-10,Help Desk Operator,Manufacturing,High Net Worth,N,Yes,11,6792 Kropf Hill,2049,NSW,Australia,11,0.46,0.575,0.71875,0.71875,948,948,0.456875
Michele,Pammenter,Male,23,1983-06-26,Teacher,Health,High Net Worth,N,No,2,37 Mesta Road,3198,VIC,Australia,8,0.45,0.45,0.45,0.45,948,948,0.456875
Liane,Abelevitz,Female,26,1976-11-25,Operator,n/a,Mass Customer,N,No,3,85340 Hovde Way,3153,VIC,Australia,7,0.64,0.64,0.64,0.544,951,951,0.4505
Philbert,Bangs,Male,67,1966-03-03,Environmental Specialist,IT,Mass Customer,N,Yes,6,02643 Moose Court,4500,QLD,Australia,7,0.42,0.525,0.525,0.44625,951,951,0.4505
Candy,,Female,23,1977-12-08,,Financial Services,Mass Customer,N,No,6,59252 Maryland Drive,3500,VIC,Australia,3,1.01,1.01,1.01,0.8585,951,951,0.4505
Noami,Cokly,Female,74,1962-09-17,,Manufacturing,Mass Customer,N,Yes,15,2886 Buena Vista Terrace,2038,NSW,Australia,11,0.4,0.5,0.625,0.53125,954,954,0.45
Lyndell,Jereatt,Female,14,1994-11-28,Payment Adjustment Coordinator,n/a,High Net Worth,N,No,13,58770 Monterey Plaza,2122,NSW,Australia,12,1.04,1.04,1.3,1.3,954,954,0.45
Maximilien,Bourget,Male,12,1969-04-29,Geologist I,Financial Services,Mass Customer,N,Yes,6,2941 Loftsgordon Hill,3337,VIC,Australia,7,1.04,1.3,1.3,1.105,956,956,0.44625
Benedikta,Naptin,Female,59,1995-08-13,Operator,Retail,Mass Customer,N,Yes,15,345 Fieldstone Park,2121,NSW,Australia,11,0.44,0.55,0.6875,0.584375,956,956,0.44625
Rhodie,Gaskall,Female,83,1964-02-01,VP Quality Control,n/a,Mass Customer,N,Yes,9,251 Pierstorff Alley,4170,QLD,Australia,9,0.4,0.5,0.625,0.53125,956,956,0.44625
Afton,Andrassy,Female,78,1998-10-14,Web Designer II,Retail,Mass Customer,N,No,7,220 Cody Alley,3075,VIC,Australia,8,1,1,1,0.85,956,956,0.44625
Blondell,Dibdall,Female,62,1967-01-03,Programmer III,n/a,Mass Customer,N,No,4,34 Bunting Pass,3048,VIC,Australia,4,0.64,0.64,0.64,0.544,960,960,0.442
Sonia,Dunstall,Female,0,1975-07-30,Accountant III,Financial Services,Mass Customer,N,No,10,99 Park Meadow Hill,2570,NSW,Australia,9,0.66,0.66,0.825,0.70125,960,960,0.442
Benedikt,Adamou,Male,15,1987-01-15,Recruiting Manager,Health,Mass Customer,N,No,11,4 Bluestem Pass,3564,VIC,Australia,3,0.86,0.86,0.86,0.731,960,960,0.442
Don,Spratling,Male,82,1969-01-05,Associate Professor,Property,Affluent Customer,N,Yes,7,078 Erie Point,2760,NSW,Australia,10,0.8,1,1.25,1.25,963,963,0.44
Moll,Ogilby,Female,25,1980-12-19,Research Assistant III,Manufacturing,Mass Customer,N,Yes,13,6 Hansons Crossing,4123,QLD,Australia,6,0.55,0.6875,0.6875,0.584375,963,963,0.44
Jammie,Seldner,Female,42,1975-02-25,Human Resources Manager,Health,Mass Customer,N,Yes,15,8 Saint Paul Junction,2066,NSW,Australia,10,0.96,1.2,1.5,1.275,963,963,0.44
Inglis,Pickaver,Male,33,1994-06-25,Product Engineer,Telecommunications,Affluent Customer,N,No,1,14067 Armistice Plaza,2770,NSW,Australia,8,0.65,0.65,0.65,0.65,963,963,0.44
Clarabelle,Broschek,Female,6,1963-08-25,Geological Engineer,Manufacturing,Mass Customer,N,No,18,8491 Pennsylvania Crossing,4035,QLD,Australia,6,0.8,0.8,0.8,0.68,967,967,0.435625
Tillie,Bisseker,Female,74,1960-08-10,Civil Engineer,Manufacturing,High Net Worth,N,No,14,59208 Barnett Avenue,2104,NSW,Australia,12,0.69,0.69,0.8625,0.8625,967,967,0.435625
Irving,Babcock,Male,60,1986-01-17,Dental Hygienist,Health,High Net Worth,N,Yes,15,36 Killdeer Crossing,2705,NSW,Australia,1,0.6,0.75,0.75,0.75,967,967,0.435625
Evered,Gludor,Male,3,1951-04-30,Electrical Engineer,Manufacturing,High Net Worth,N,Yes,15,305 Sloan Junction,2168,NSW,Australia,8,0.45,0.5625,0.5625,0.5625,967,967,0.435625
Mavra,Finan,Female,30,1967-08-23,Nurse,Property,Affluent Customer,N,Yes,4,88 Shopko Way,2034,NSW,Australia,9,0.68,0.85,1.0625,1.0625,967,967,0.435625
Frieda,Tavinor,Female,43,1999-03-04,,n/a,Affluent Customer,N,No,10,7 Mallory Lane,3064,VIC,Australia,6,0.66,0.66,0.66,0.66,972,972,0.43
Ellwood,Budden,Male,82,1998-06-03,,Health,Mass Customer,N,Yes,11,79907 Randy Center,2192,NSW,Australia,10,0.81,1.0125,1.265625,1.07578125,972,972,0.43
Alex,Patshull,Female,37,1966-01-02,Senior Quality Engineer,Retail,Mass Customer,N,Yes,13,446 High Crossing Way,4165,QLD,Australia,5,0.99,1.2375,1.2375,1.051875,974,974,0.425
Aundrea,Outridge,Female,77,2001-01-24,Structural Engineer,Financial Services,Affluent Customer,N,Yes,10,1530 Columbus Lane,3186,VIC,Australia,12,0.76,0.95,1.1875,1.1875,974,974,0.425
Amby,Bodega,Male,63,1968-06-12,Recruiter,n/a,Affluent Customer,N,Yes,17,669 Declaration Street,3810,VIC,Australia,6,0.84,1.05,1.05,1.05,974,974,0.425
Esme,Pilipets,Male,15,1967-05-06,Environmental Tech,Health,Mass Customer,N,Yes,5,9 Ruskin Way,3228,VIC,Australia,9,0.44,0.55,0.6875,0.584375,977,977,0.42
Beverly,Domnick,Female,56,1938-12-10,Structural Analysis Engineer,IT,Mass Customer,N,No,9,8 Burning Wood Junction,2232,NSW,Australia,10,0.85,0.85,1.0625,0.903125,977,977,0.42
Artemis,Swanson,Male,77,1977-02-12,Web Designer II,Argiculture,Mass Customer,N,Yes,13,5 Melvin Park,3810,VIC,Australia,5,0.5,0.625,0.625,0.53125,979,979,0.4165
Daryle,Marginson,Male,93,1986-06-27,Environmental Tech,Argiculture,Mass Customer,N,Yes,9,21316 Ohio Place,2121,NSW,Australia,12,0.57,0.7125,0.890625,0.75703125,979,979,0.4165
Tyne,Anshell,Female,71,1992-04-08,Mechanical Systems Engineer,n/a,Mass Customer,N,Yes,3,93 Sutherland Terrace,2560,NSW,Australia,8,0.68,0.85,0.85,0.7225,979,979,0.4165
Leona,Shorrock,Female,83,1951-08-23,Senior Quality Engineer,Financial Services,Affluent Customer,N,Yes,22,1560 Grim Avenue,4720,QLD,Australia,1,0.59,0.7375,0.921875,0.921875,979,979,0.4165
